STATE,STATE_FIPS,YEAR,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,BEGIN_LAT,BEGIN_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE
SOUTH CAROLINA,45,2024,Heavy Rain,0,0,0,0,NA,34.149,-80.9091,A stationary front draped across the forecast area provided a focus for convection through the afternoon and evening hours. Flash flooding was favored with mean atmospheric flow parallel to the surface boundary and high precipitable water values. Isolated severe thunderstorms developed as well causing instances of wind damage where they occurred.,Elders Pond RC WINDS rain gauge measured 6.1 inches of rain. 3.3 inches of rain fell in 65 minutes and 1.63 inches of that rain fell in just 20 minutes.
SOUTH CAROLINA,45,2024,Heavy Rain,0,0,0,0,NA,34.23,-80.88,A stationary front draped across the forecast area provided a focus for convection through the afternoon and evening hours. Flash flooding was favored with mean atmospheric flow parallel to the surface boundary and high precipitable water values. Isolated severe thunderstorms developed as well causing instances of wind damage where they occurred.,Bear Creek RC WINDS rain gauge measured 5.63 inches of rain. 2.5 inches fell in a 45 minute period.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.8299,-80.3919,A stationary front draped across the forecast area provided a focus for convection through the afternoon and evening hours. Flash flooding was favored with mean atmospheric flow parallel to the surface boundary and high precipitable water values. Isolated severe thunderstorms developed as well causing instances of wind damage where they occurred.,Sumter county dispatch reported trees down on Bethel Church Road near the intersection of Lloyd Drive.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,34.1051,-81.0246,"Numerous reports of flash flooding north of Columbia due to training thunderstorms with extremely high rain rates. Moderate instability, weak but parallel mid-level flow to the low level moisture convergence axis, and precipitable water values over 2.1 inches caused several hours with 2-3 inch per hour rain fall rates. Several locations exceeded 3 inch per hour rates and totals exceeded 5 inches locally.",Columbia Fire Department responded to a flooded vehicle on Wessinger Road. Crane Creek had overflowed its banks with 4 to 5 feet of water running over the road.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,34.0845,-81.0214,"Numerous reports of flash flooding north of Columbia due to training thunderstorms with extremely high rain rates. Moderate instability, weak but parallel mid-level flow to the low level moisture convergence axis, and precipitable water values over 2.1 inches caused several hours with 2-3 inch per hour rain fall rates. Several locations exceeded 3 inch per hour rates and totals exceeded 5 inches locally.",SC Department of Public Safety reported roadway flooding due to Crane Creek overflow on Sharpe Road.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,34.0648,-81.049,"Numerous reports of flash flooding north of Columbia due to training thunderstorms with extremely high rain rates. Moderate instability, weak but parallel mid-level flow to the low level moisture convergence axis, and precipitable water values over 2.1 inches caused several hours with 2-3 inch per hour rain fall rates. Several locations exceeded 3 inch per hour rates and totals exceeded 5 inches locally.",SC Department of Public Safety reported roadway flooding due to Crane Creek overflow on Monticello Road.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.17,-80.91,"Classic summertime pattern favored the development of strong storms, with one such storm becoming severe. This caused a downburst and resulted in wind damage in Richland County. Strong moisture convergence and high precipitable water several hours later caused training thunderstorms over downtown Columbia leading to flash flooding.",Social media report with photos showing multiple downed large trees and broken fencing in a residential neighborhood.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,33.9884,-81.0265,"Classic summertime pattern favored the development of strong storms, with one such storm becoming severe. This caused a downburst and resulted in wind damage in Richland County. Strong moisture convergence and high precipitable water several hours later caused training thunderstorms over downtown Columbia leading to flash flooding.","USGS camera at the intersection of Whaley and Main streets showed a car trapped and partially submerged in flood waters on Whaley Street with rescue ongoing at 1:29 am local. The gage reached the flood stage of 7.2 feet near 12:57 am local and crested at 10.76 feet at 1:27 am local. The stream returned within its banks around 155 am local. Survey of the area this morning shows flooding occurred in Maxcy Gregg Park, the parking area at Sumter and Catawba Streets and also the parking lot along Main Street just NNW of the intersection of Whaley Street and Main Street."
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,33.9878,-81.0282,"Northwesterly flow set up across the Carolinas in late July, with several shortwaves pushing over the Appalachians and forcing widespread convection. With significant instability in place on the afternoon of July 30, several strong to severe thunderstorms developed across central SC and east central GA. These resulted in hail and wind damage reports, as well as some isolated flash flooding.","Rocky branch USGS gauge rose above flood stage of 7.2 ft at 00:36 EST. Gauge crested at 7.82 ft with adjacent camera showing significant street flooding on Whaley Street, before falling below flood stage at 01:56 EST."
SOUTH CAROLINA,45,2024,Heavy Rain,0,0,0,0,NA,34.1526,-81.1994,"Northwesterly flow set up across the Carolinas in late July, with several shortwaves pushing over the Appalachians and forcing widespread convection. With significant instability in place on the afternoon of July 30, several strong to severe thunderstorms developed across central SC and east central GA. These resulted in hail and wind damage reports, as well as some isolated flash flooding.",RC WINDS rain gauge at Dutch Fork High School recorded 2.2 inches of rain in the previous hour.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,2.00K,34.1809,-81.6323,"A stalled boundary across central South Carolina, combined with extremely high precipitable water values lead to a series of training thunderstorms and flash flooding. Skinny instability and unidirectional flow aloft caused the line of storms to move parallel to the boundary with widespread 2-3 inch per hour rates for several hours in the central Midlands. Saturated soils and some sub-severe gusty outflow winds knocked several trees down in Newberry county.",Newberry county official reported a downed tree on Deadfall Road and Highway 395 with a resulting car accident. No injuries reported.
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,0.00K,33.92,-79.74,Storms fired up near/along a stalled front near the NC/SC border ahead of an upper level trough.,Nickel to quarter size hail relayed by media.  Test.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.4356,-81.7808,"Northwesterly flow set up across the Carolinas in late July, with several shortwaves pushing over the Appalachians and forcing widespread convection. With significant instability in place on the afternoon of July 30, several strong to severe thunderstorms developed across central SC and east central GA. These resulted in hail and wind damage reports, as well as some isolated flash flooding.",SC Department of Public Safety reported a tree in the roadway at the intersection of Storm Branch Road and Silver Bluff Road.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.3866,-81.7732,"Northwesterly flow set up across the Carolinas in late July, with several shortwaves pushing over the Appalachians and forcing widespread convection. With significant instability in place on the afternoon of July 30, several strong to severe thunderstorms developed across central SC and east central GA. These resulted in hail and wind damage reports, as well as some isolated flash flooding.","SC Department of Public Safety reported a tree in roadway at the intersection of Green Pond, Road, Desoto Drive, and Dragstrip Road."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.3587,-80.8971,"Northwesterly flow set up across the Carolinas in late July, with several shortwaves pushing over the Appalachians and forcing widespread convection. With significant instability in place on the afternoon of July 30, several strong to severe thunderstorms developed across central SC and east central GA. These resulted in hail and wind damage reports, as well as some isolated flash flooding.",SC Department of Public Safety reported a tree down in roadway on Cannon Bridge Road.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,10.00K,33.4876,-80.867,"Northwesterly flow set up across the Carolinas in late July, with several shortwaves pushing over the Appalachians and forcing widespread convection. With significant instability in place on the afternoon of July 30, several strong to severe thunderstorms developed across central SC and east central GA. These resulted in hail and wind damage reports, as well as some isolated flash flooding.",Orangeburg County EM reported numerous buildings damaged along a path beginning at the intersection of Russell St and Broughton St to Whaley St and Crystal St and ending on Woodbine Drive where there is a large tree on a house. NWS survey team confirmed a microburst occurred in downtown Orangeburg with estimated wind speeds up to 70 mph.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.27,-81.6,"Northwesterly flow set up across the Carolinas in late July, with several shortwaves pushing over the Appalachians and forcing widespread convection. With significant instability in place on the afternoon of July 30, several strong to severe thunderstorms developed across central SC and east central GA. These resulted in hail and wind damage reports, as well as some isolated flash flooding.",Newberry dispatch reported a tree fell on a house in Newberry. No injuries reported.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.0127,-81.5389,"Northwesterly flow set up across the Carolinas in late July, with several shortwaves pushing over the Appalachians and forcing widespread convection. With significant instability in place on the afternoon of July 30, several strong to severe thunderstorms developed across central SC and east central GA. These resulted in hail and wind damage reports, as well as some isolated flash flooding.",Saluda county emergency management reported several damaged large chicken sheds with partially torn off tin rooves. Numerous trees also down on the property.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.3305,-81.7876,"Northwesterly flow set up across the Carolinas in late July, with several shortwaves pushing over the Appalachians and forcing widespread convection. With significant instability in place on the afternoon of July 30, several strong to severe thunderstorms developed across central SC and east central GA. These resulted in hail and wind damage reports, as well as some isolated flash flooding.",Jackson Police reported multiple trees and powerlines down in the town of Jackson along with hail of unknown size.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.3624,-80.8962,"Northwesterly flow set up across the Carolinas in late July, with several shortwaves pushing over the Appalachians and forcing widespread convection. With significant instability in place on the afternoon of July 30, several strong to severe thunderstorms developed across central SC and east central GA. These resulted in hail and wind damage reports, as well as some isolated flash flooding.",Firefighter and trained spotter with Orangeburg County reported a tree down at the intersection of Cannon Bridge Road and Dry Swamp Road.
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,NA,33.4,-81.87,"Northwesterly flow set up across the Carolinas in late July, with several shortwaves pushing over the Appalachians and forcing widespread convection. With significant instability in place on the afternoon of July 30, several strong to severe thunderstorms developed across central SC and east central GA. These resulted in hail and wind damage reports, as well as some isolated flash flooding.",Received an email with a picture of roughly Quarter Sized Hail at this location at 7:20pm.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,32.71,-80.57,Scattered thunderstorms developed in the early afternoon hours within a typical summertime environment. A few of these storms became strong enough to produce damaging wind gusts.,Colleton County dispatch reported two trees down along Bennett's Point Road. One tree was down near Wood Duck Lane and the other was down near Octavia Lane.
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,NA,33.41,-81.84,"Northwesterly flow set up across the Carolinas in late July, with several shortwaves pushing over the Appalachians and forcing widespread convection. With significant instability in place on the afternoon of July 30, several strong to severe thunderstorms developed across central SC and east central GA. These resulted in hail and wind damage reports, as well as some isolated flash flooding.",Trained spotter called in a report of Quarter Sized hail covering his yard. He mentioned hail began as Pea Sized around 7pm local and increased to Quarter Sized around 7:30pm local. The storm was accompanied by gusty winds and heavy rain. He is not aware of any damage at this time.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,34.2094,-81.5297,"The highly favorable flash flooding environment continued for another day on 7-25 with high precipitable water over 2.25 inches, parallel deep layer shear to the low level moisture convergence boundary, and moderate instability aloft. High rainfall rates exceeding 2 inches per hour and a series of training thunderstorms caused localized flash flood in the greater Newberry area.",Newberry County EM reported secondary road closures in the town of Prosperity due to flash flooding.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,34.2598,-81.4102,"The highly favorable flash flooding environment continued for another day on 7-25 with high precipitable water over 2.25 inches, parallel deep layer shear to the low level moisture convergence boundary, and moderate instability aloft. High rainfall rates exceeding 2 inches per hour and a series of training thunderstorms caused localized flash flood in the greater Newberry area.",Newberry County EM reported US-176 closed due to Flash Flooding.
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,0.00K,34.37,-80.08,"Abundant instability and shear late afternoon after morning clouds cleared out led to scattered storms, some super cellular, across the area (particularly inland) beginning at 3 PM. Several rounds of storms before the final line along the cold front make its way across between 8 PM and 10 PM.",Estimated half dollar size hail reported in Hartsville. Time estimated from radar.
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,0.00K,34.34,-79.76,"Abundant instability and shear late afternoon after morning clouds cleared out led to scattered storms, some super cellular, across the area (particularly inland) beginning at 3 PM. Several rounds of storms before the final line along the cold front make its way across between 8 PM and 10 PM.",Picture of hail stones larger than a quarter in Mechanicsville submitted via social media. Time estimated via radar.
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,0.00K,34.27,-79.89,"Abundant instability and shear late afternoon after morning clouds cleared out led to scattered storms, some super cellular, across the area (particularly inland) beginning at 3 PM. Several rounds of storms before the final line along the cold front make its way across between 8 PM and 10 PM.",Pictures of quarter sized hail reported via social media along Timmonsville Highway. Time estimated via radar. .
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,0.00K,33.86,-78.81,Storms fired up near/along a stalled front near the NC/SC border ahead of an upper level trough.,Quarter size hail reported via social media just off Highway 22 and Highway 90 near Wendy's restaurant and Speedway gas station.
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,0.00K,33.85,-79.89,Storms fired up near/along a stalled front near the NC/SC border ahead of an upper level trough.,Media relayed report via social media of golf ball size hail in the Barrineau community around 515 pm.
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,0.00K,33.87,-79.75,Storms fired up near/along a stalled front near the NC/SC border ahead of an upper level trough.,Quarter to ping pong size hail in Lake City and Barrineau relayed by media. Time estimated by radar. .
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.258,-81.8,"A weak frontal boundary triggered generally slow-moving, pulse thunderstorms, one of which produced severe winds.",Newberry County dispatch reported a tree down on Sandy Run Creek Rd. No cross street given. Time estimated by radar.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,34.73,-80.78,"A cluster of thunderstorms developed along a weakening frontal boundary in the Upstate. The storms held together into the central Midlands, causing flash flooding in the north central Midlands.",Trained spotter in Lancaster reported flash flooding at N Main St and Woodland Dr covering the road up to the tires on cars.
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,0.00K,34.29,-80.11,Steep lapse rates aloft and the warmest temperatures of the year helped develop strong instability with SBCAPE 2500-3000 J/kg and LIs down to -8. Thunderstorms developed in associated with a shortwave moving over the southern Appalachians early in the afternoon. These storms raced eastward and were joined by new convection developing across the coastal plain in the late afternoon. Multicellular convection dominated with transient super cellular characteristics noted due to 0-6 km shear up to 40kt. Large hail and damaging winds resulted.,Darlington County Agricultural Extension Services reported a corn field was damaged by quarter sized hail near the intersection of Highway 15 and Indian Branch Road.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.14,-79.77,Steep lapse rates aloft and the warmest temperatures of the year helped develop strong instability with SBCAPE 2500-3000 J/kg and LIs down to -8. Thunderstorms developed in associated with a shortwave moving over the southern Appalachians early in the afternoon. These storms raced eastward and were joined by new convection developing across the coastal plain in the late afternoon. Multicellular convection dominated with transient super cellular characteristics noted due to 0-6 km shear up to 40kt. Large hail and damaging winds resulted.,Multiple trees down along Freedom Boulevard in south Florence.
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,0.00K,34.63,-79.69,"Abundant instability and shear late afternoon after morning clouds cleared out led to scattered storms, some super cellular, across the area (particularly inland) beginning at 3 PM. Several rounds of storms before the final line along the cold front make its way across between 8 PM and 10 PM.",Quarter-sized hail fell in Bennettsville. Photo evidence tweeted by broadcast media. Event time estimated by radar.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.6767,-80.9306,"A weak shortwave moved across the Southeast, triggering scattered showers and thunderstorms. A few of the storms produced damaging wind gusts in the CSRA and Midlands.",SCDPS website reported a tree down near the intersection of Bull Swamp Rd and Fringetree Rd. The tree was across the road and was struck by a vehicle. Injuries unknown at this time.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.9281,-80.8464,"A weak shortwave moved across the Southeast, triggering scattered showers and thunderstorms. A few of the storms produced damaging wind gusts in the CSRA and Midlands.","SCDPS website reported trees down at the following locations: one in the roadway at the intersection of Air Base Rd and Crosshill Rd, and one tree in the roadway at the intersection of Horrell Gill Rd and Saddlemount Dr."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.93,-82.93,Scattered thunderstorms and storm clusters moved across portions of upstate South Carolina during the afternoon. One of the storms produced brief severe weather in the form of damaging wind gusts in the Lake Keowee area.,Utility company reported trees and large limbs blown down on power lines on the western shores of Lake Keowee north of Highway 11.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.95,-82.9,Scattered thunderstorms and storm clusters moved across portions of upstate South Carolina during the afternoon. One of the storms produced brief severe weather in the form of damaging wind gusts in the Lake Keowee area.,Utility company reported trees and large limbs blown down on power lines on the eastern shores of Lake Keowee north of Highway 11.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.0616,-80.7034,"A weak shortwave moved across the Southeast, triggering scattered showers and thunderstorms. A few of the storms produced damaging wind gusts in the CSRA and Midlands.",SCDPS website reported tree down in roadway at the intersection of McCords Ferry Rd (Hwy 601) and Screaming Eagle Rd.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.8744,-80.8965,"A weak shortwave moved across the Southeast, triggering scattered showers and thunderstorms. A few of the storms produced damaging wind gusts in the CSRA and Midlands.",SCDPS website reported tree down in roadway at the intersection of Bluff Rd and Lower Richland Blvd.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.83,-80.99,"A weak shortwave moved across the Southeast, triggering scattered showers and thunderstorms. A few of the storms produced damaging wind gusts in the CSRA and Midlands.",Calhoun County Dispatch reported that Old State Rd had to be closed due to power lines down in the roadway.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34,-80.5,"A weak shortwave moved across the Southeast, triggering scattered showers and thunderstorms. A few of the storms produced damaging wind gusts in the CSRA and Midlands.",Broadcast meteorologist passed along a public report of uprooted tree in Oakland.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.89,-80.3,"A weak shortwave moved across the Southeast, triggering scattered showers and thunderstorms. A few of the storms produced damaging wind gusts in the CSRA and Midlands.",Dispatch from 911 Call Center reports a powerline down along Craig Rd in Sumter.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.65,-80.75,"A weak shortwave moved across the Southeast, triggering scattered showers and thunderstorms. A few of the storms produced damaging wind gusts in the CSRA and Midlands.",Calhoun County Emergency Manager reported multiple trees down near the town of St Matthews.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.98,-82.12,Scattered thunderstorms moved into upstate South Carolina during the evening. One of the storms produced brief damaging wind gusts in Spartanburg County.,"Ham radio operator reported two trees blown down across Highway 292, blocking both lanes of traffic, with power lines also blown down across the road close to this location."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.881,-82.45,Scattered thunderstorms and storm clusters developed over upstate South Carolina during the evening. One of the storms produced brief damaging wind gusts in Greenville County.,Media reported a tree blown down on power lines on Cedar Lane Rd. Public reported another tree down on Old Buncombe Rd.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.5831,-79.8819,"A surface trough moved through the Southeast, sparking scattered thunderstorms across the Midlands and CSRA. Some of these thunderstorms produced damaging winds and hail (mostly sub-severe).",Reported a tree down near the intersection of Hwy 52 and Bethel Church Rd at the cemetery. They also reported several limbs down along with dime size hail.
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,0.00K,34.6183,-79.8766,"A surface trough moved through the Southeast, sparking scattered thunderstorms across the Midlands and CSRA. Some of these thunderstorms produced damaging winds and hail (mostly sub-severe).","Broadcast media received a report of large hail in the Cash community, just south of Cheraw."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.9969,-81.4176,"A surface trough moved through the Southeast, sparking scattered thunderstorms across the Midlands and CSRA. Some of these thunderstorms produced damaging winds and hail (mostly sub-severe).","Trained Spotter reported (with pictures) multiple trees uprooted and knocked down, and power poles broken at the intersection of Priceville Rd and Windmill Rd north of Gilbert. SC Highway Patrol also reported tree down in roadway at Windmill Rd and Lewie Rd."
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,33.9883,-81.0266,"A stalled boundary across central South Carolina, combined with extremely high precipitable water values lead to a series of training thunderstorms and flash flooding. Skinny instability and unidirectional flow aloft caused the line of storms to move parallel to the boundary with widespread 2-3 inch per hour rates for several hours in the central Midlands. Saturated soils and some sub-severe gusty outflow winds knocked several trees down in Newberry county.",Rocky Branch Creek exceeded flood stage of 7.2 feet at 5:48 pm local. Rocky Branch Creek flooded the Main and Waley intersection and crested at 9.33 feet at 6:11 pm local and fell below flood stage at 6:37 pm local.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,33.9808,-81.108,"A stalled boundary across central South Carolina, combined with extremely high precipitable water values lead to a series of training thunderstorms and flash flooding. Skinny instability and unidirectional flow aloft caused the line of storms to move parallel to the boundary with widespread 2-3 inch per hour rates for several hours in the central Midlands. Saturated soils and some sub-severe gusty outflow winds knocked several trees down in Newberry county.",SC Highway Patrol reported roadway washout near the Augusta Highway and I-26 interchange.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.603,-82.113,Scattered to numerous thunderstorms developed over upstate South Carolina throughout the afternoon. A few of the storms produced brief severe weather in the form of damaging wind gusts.,"County comms and spotter reported at least nine trees and several power lines blown down across the Gray Court area, including two large trees down on Georgia Rd."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.731,-81.612,Scattered to numerous thunderstorms developed over upstate South Carolina throughout the afternoon. A few of the storms produced brief severe weather in the form of damaging wind gusts.,County comms reported several trees and power lines blown down along Lakeside Dr.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.26,-82.56,Scattered to numerous thunderstorms developed over upstate South Carolina throughout the afternoon. A few of the storms produced brief severe weather in the form of damaging wind gusts.,County comms reported several trees and power lines blown down along Highway 284.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,35.03,-81.179,Scattered to numerous thunderstorms developed over upstate South Carolina throughout the afternoon. A few of the storms produced brief severe weather in the form of damaging wind gusts.,County comms reported a tree blown down across Highway 49 and multiple trees down along Mount Gallant Rd.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.0692,-81.2202,"A surface trough moved through the Southeast, sparking scattered thunderstorms across the Midlands and CSRA. Some of these thunderstorms produced damaging winds and hail (mostly sub-severe).",Photo report from public of medium sized tree down near the Lake Murray Dam.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.0068,-81.3112,"A surface trough moved through the Southeast, sparking scattered thunderstorms across the Midlands and CSRA. Some of these thunderstorms produced damaging winds and hail (mostly sub-severe).",SC Highway Patrol reported trees down in roadway along Beechwood Dr.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.9451,-81.1687,"A surface trough moved through the Southeast, sparking scattered thunderstorms across the Midlands and CSRA. Some of these thunderstorms produced damaging winds and hail (mostly sub-severe).",NWS Employee reported tree down near the intersection of Old Barnwell Rd and Emmanuel Church Rd.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.2052,-81.0143,"A surface trough moved through the Southeast, sparking scattered thunderstorms across the Midlands and CSRA. Some of these thunderstorms produced damaging winds and hail (mostly sub-severe).",SC Highway Patrol reported a tree down along Loner Rd near Blythewood.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.5275,-81.9269,"A surface trough moved through the Southeast, sparking scattered thunderstorms across the Midlands and CSRA. Some of these thunderstorms produced damaging winds and hail (mostly sub-severe).",SC Highway Patrol reported a tree down blocking roadway at Belvedere-Clearwater Rd and Irene St. The Aiken County Dispatch also reported that a large tree fell on a building in the 300 block of Edgefield Rd in North Augusta.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,14.00K,34.2023,-81.3679,"A stalled boundary across central South Carolina, combined with extremely high precipitable water values lead to a series of training thunderstorms and flash flooding. Skinny instability and unidirectional flow aloft caused the line of storms to move parallel to the boundary with widespread 2-3 inch per hour rates for several hours in the central Midlands. Saturated soils and some sub-severe gusty outflow winds knocked several trees down in Newberry county.",Newberry County Emergency Management reported a tree had fallen across I-26 westbound at mile marker 88. Seven cars were then involved in accident after hitting the tree with all lanes blocked.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,34.23,-79.83,"Back-building thunderstorms trained over a small area led to localized flooding in Florence County, SC.",Street flooding observed in the vicinity of the intersection of Summergate Drive and Pisgah Street.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.88,-79.05,Hot and humid atmosphere allowed for the development of storms along a trough positioned inland. Storms flourished and progressed with outflow boundaries and convergence along the sea breeze. There were some reports of downed limbs and trees. Additional reports of mostly pea sized hail and sub-severe winds were also received.,"Multiple large limbs were reported down near the Homewood, SC area. Some were making contact with electrical wires. Horry County Electric Cooperative reports over 200 power outages in the area."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.9,-79.17,Hot and humid atmosphere allowed for the development of storms along a trough positioned inland. Storms flourished and progressed with outflow boundaries and convergence along the sea breeze. There were some reports of downed limbs and trees. Additional reports of mostly pea sized hail and sub-severe winds were also received.,Pictures of a large downed tree were shared on social media.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.73,-79.52,Hot and humid atmosphere allowed for the development of storms along a trough positioned inland. Storms flourished and progressed with outflow boundaries and convergence along the sea breeze. There were some reports of downed limbs and trees. Additional reports of mostly pea sized hail and sub-severe winds were also received.,Trees reported down on Mount Carmel Road.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.38,-79.7,Hot and humid atmosphere allowed for the development of storms along a trough positioned inland. Storms flourished and progressed with outflow boundaries and convergence along the sea breeze. There were some reports of downed limbs and trees. Additional reports of mostly pea sized hail and sub-severe winds were also received.,Downed power lines were reported on Island Road.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.4217,-81.2975,"Unusually deep trough across the Great Lakes helped create weak shortwaves across the southeastern US during mid-July. With hot surface temperatures in the mid and upper 90s, an unstable atmosphere developed and resulted in scattered strong to severe thunderstorms on the afternoon and evening of July 17. Microbursts were the primary cause of damaging winds.",Fairfield County Dispatch reported trees down on Newberry Road near Salem Crossroads. Time estimated by radar.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.3725,-80.4461,"Unusually deep trough across the Great Lakes helped create weak shortwaves across the southeastern US during mid-July. With hot surface temperatures in the mid and upper 90s, an unstable atmosphere developed and resulted in scattered strong to severe thunderstorms on the afternoon and evening of July 17. Microbursts were the primary cause of damaging winds.",SC Department of Public Safety reported trees down on Providence Road near Holland Road. Time Estimated.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.8964,-80.788,"Unusually deep trough across the Great Lakes helped create weak shortwaves across the southeastern US during mid-July. With hot surface temperatures in the mid and upper 90s, an unstable atmosphere developed and resulted in scattered strong to severe thunderstorms on the afternoon and evening of July 17. Microbursts were the primary cause of damaging winds.",SC Department of Public Safety reported trees down on Congaree Road near the intersection of Old Ferry Road. Time estimated by radar.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.3278,-80.5967,"Unusually deep trough across the Great Lakes helped create weak shortwaves across the southeastern US during mid-July. With hot surface temperatures in the mid and upper 90s, an unstable atmosphere developed and resulted in scattered strong to severe thunderstorms on the afternoon and evening of July 17. Microbursts were the primary cause of damaging winds.",Kershaw County dispatch reported trees down on Lockhart Road near Belton Road. Dispatch also reported several other trees down throughout the county leading to power outages.
